user_id,book_id,rating
41,1662,4
41,1687,4
42,67,4
42,174,4
42,176,5
42,181,4
42,312,5
42,543,4
43,35,4
43,47,4
43,48,4
43,202,4
43,75,4
43,450,5
43,692,5
44,7,4
44,430,4
44,487,5
44,488,4
44,500,4
44,510,4
44,586,4
44,593,4
44,669,4
44,672,4
44,729,4
44,730,5
44,741,4
44,755,4
44,787,5
44,855,4
45,430,4
45,487,4
45,488,4
45,500,4
45,510,4
45,586,4
45,593,4
45,669,5
45,672,5
45,729,5
45,730,4
45,741,4
45,755,4
46,49,4
46,254,4
46,256,4
46,258,4
46,261,4
46,304,4
46,413,4
46,667,4
46,747,4
46,1426,5
47,52,4
47,53,4
47,64,4
47,930,4
47,969,4
47,980,4
47,989,4
47,1025,4
47,1116,4
47,1165,4
47,1184,4
47,1534,4
47,1645,4
47,1701,4
48,96,4
48,428,4
48,588,5
48,594,5
49,85,4
49,86,4
49,88,4
49,97,4
49,98,4
49,99,4
49,104,4
49,156,4
49,188,4
49,189,4
49,190,4
49,192,4
49,194,4
49,197,4
49,203,4
49,1573,4
50,100,4
50,106,4
50,108,4
50,109,4
50,111,4
50,145,4
50,697,4
50,947,4
51,114,4
51,116,4
51,117,4
51,125,4
51,673,4
52,139,4
52,140,4
52,471,4
52,475,4
52,488,4
52,490,5
52,617,5
52,661,4
53,472,5
53,478,4
53,516,4
53,551,4
53,608,4
53,652,4
54,243,4
54,244,4
54,417,4
54,420,4
54,422,4
54,423,4
54,424,4
54,746,4
54,856,4
55,112,4
55,158,4
55,198,4
55,252,4
55,274,5
55,292,4
55,417,4
55,420,5
55,422,5
55,424,4
55,480,4
55,536,4
55,556,4
55,612,4
55,746,5
56,119,4
56,135,4
56,142,4
56,143,4
56,211,4
56,227,4
56,511,4
56,599,5
56,618,4
56,747,5
57,114,5
57,116,4
57,117,4
57,120,4
57,121,4
57,125,4
57,127,5
57,137,4
57,211,4
57,253,5
57,478,4
57,650,4
57,673,4
58,115,5
58,146,4
58,211,4
58,319,4
58,458,4
58,475,5
58,481,4
58,486,5
58,505,5
58,562,5
58,598,4
58,617,5
58,721,5
58,769,5
58,772,5
58,862,5
58,1061,5
58,1503,5
59,123,5
59,496,5
59,502,5
59,561,5
59,602,5
59,634,5
59,1437,5
60,91,5
60,109,5
60,118,5
60,126,5
60,134,5
60,468,5
60,559,5
60,643,5
60,691,5
60,920,5
61,156,5
61,177,5
61,185,5
61,186,5
61,187,5
61,201,5
61,720,5
61,748,5
61,850,5
61,1575,5
61,1611,5
62,156,5
62,177,5
62,185,5
62,186,4
62,187,4
62,201,4
62,720,4
62,748,4
62,850,4
62,1575,4
62,1611,4
63,161,4
63,160,4
63,162,4
63,165,4
63,164,4
63,169,4
63,204,4
63,337,5
63,891,4
63,988,4
63,1018,4
63,1020,5
63,1030,5
63,1604,4
63,1672,4
64,67,4
64,173,4
64,175,4
64,176,5
64,180,4
65,68,4
65,102,5
65,182,5
65,184,4
65,235,4
65,296,5
65,887,5
65,1110,4
65,1149,4
65,1183,4
65,1448,4
65,1449,4
67,96,4
67,428,4
67,576,4
67,588,4
67,594,5
67,723,5
68,428,4
68,430,5
68,461,4
68,462,4
68,498,5
68,499,5
68,500,4
68,572,4
68,283,5
68,588,5
68,723,5
68,884,4
68,1001,5
69,1022,5
69,1043,5
69,1113,4
69,1122,4
69,1135,4
69,1156,5
69,1193,4
69,1221,4
69,1247,4
70,207,5
70,736,4
70,1140,5
70,1166,4
70,1228,4
70,1275,4
70,1555,4
70,1611,4
70,1684,4
71,33,4
71,159,5
71,172,5
71,184,4
71,208,4
70,100,5
70,112,5
70,144,4
71,142,5
71,143,4
71,618,4
72,106,4
72,108,4
72,109,4
72,131,4
72,132,4
72,133,5
72,136,4
72,145,4
72,1358,4
72,1594,5
73,153,5
73,154,5
73,231,5
73,232,4
73,747,5
73,917,4
73,939,4
73,1121,5
73,1129,4
73,1365,4
73,1503,4
73,1545,4
73,1637,4
74,7,4
74,30,5
74,140,4
74,141,4
74,175,4
74,179,5
74,212,4
74,213,5
74,458,4
74,460,4
74,461,4
74,462,4
74,464,5
74,465,5
74,466,4
74,467,4
74,470,4
74,472,4
75,214,4
75,605,4
75,113,4
75,114,4
75,115,4
75,117,4
75,125,5
75,479,4
75,482,4
75,484,5
75,674,4
75,676,5
75,772,5
76,7,4
76,214,4
76,605,5
76,113,4
76,114,4
76,659,5
76,660,4
76,662,4
76,665,4
76,666,4
76,667,4
76,674,4
76,676,4
76,772,4
77,21,5
77,27,5
77,31,4
77,32,5
77,51,4
77,55,5
77,58,5
77,59,4
77,85,4
77,88,5
77,98,4
77,105,5
78,3,5
78,4,4
78,8,5
78,878,5
78,11,4
78,250,4
78,480,4
78,504,4
78,509,5
78,597,4
78,601,4
78,632,5
78,640,4
78,675,5
78,677,5
79,429,5
79,431,4
79,462,4
79,463,4
79,499,5
79,500,5
79,573,4
79,584,4
79,724,4
79,885,4
79,1002,4
79,1044,4
79,1124,4
79,1222,4
79,1248,5
80,44,5
80,415,4
80,785,4
80,1146,4
80,5,4
80,10,4
80,17,4
80,19,5
80,20,5
80,27,4
80,59,4
80,61,5
80,66,4
80,86,4
80,88,5
80,93,4
81,95,4
81,250,4
81,480,4
81,504,5
81,509,5
81,597,5
81,12,4
81,14,5
81,21,4
81,252,4
81,736,5
81,771,5
81,835,5
81,675,5
81,632,4
81,30,5
82,140,5
82,141,4
82,175,5
82,179,4
82,212,4
82,213,4
82,458,4
82,460,4
83,15,4
83,1116,4
20,1174,4
83,1524,5
83,431,5
83,483,5
83,645,4
84,716,4
84,749,4
84,934,5
84,1017,5
84,1121,4
84,1145,4
84,1306,4
84,1639,4
84,1652,4
84,1699,4
84,1712,4
84,1586,4
84,1634,4
85,23,5
85,55,4
85,102,4
85,161,4
85,166,5
85,185,4
85,202,4
85,206,4
85,207,4
85,415,4
85,531,4
85,1551,4
85,1582,5
85,1612,5
86,28,4
86,29,4
86,36,5
86,43,4
86,42,4
86,182,4
86,207,4
86,299,4
86,452,4
86,629,4
86,821,4
87,32,4
87,67,5
87,73,5
87,74,4
87,308,5
87,13,4
87,14,4
87,18,4
87,24,5
87,75,5
88,7,4
88,36,4
88,55,4
88,80,4
88,431,4
88,483,4
88,645,4
88,668,4
88,856,4
88,1569,4
89,33,4
89,160,4
89,185,4
89,354,4
89,825,4
90,34,4
90,156,4
90,874,5
90,876,5
90,1071,5
90,1238,4
90,1656,5
90,35,4
90,48,5
90,63,5
90,69,5
90,71,5
90,75,4
90,76,4
91,35,4
91,48,4
91,63,4
91,69,4
91,71,4
91,75,4
91,76,4
91,76,5
91,203,5
91,451,5
91,693,5
92,44,5
92,415,4
92,785,4
92,1067,4
92,1082,4
92,1146,4
92,17,5
92,45,5
92,46,4
92,1071,4
93,1252,5
93,1537,4
93,1634,4
93,1637,4
93,1691,4
94,721,5
94,838,5
94,851,4
94,978,4
94,198,5
94,31,4
94,32,4
94,51,5
94,55,4
94,58,4
94,59,4
94,85,4
94,88,4
94,98,5
94,99,4
94,102,4
95,104,4
95,107,5
95,149,5
95,53,4
95,158,4
95,160,4
95,174,4
95,178,4
95,181,4
95,183,4
96,187,4
96,190,4
96,191,4
96,194,4
96,309,5
97,35,4
97,47,4
97,48,4
97,50,4
97,63,5
97,69,4
97,71,4
97,75,4
97,76,4
97,203,4
97,411,4
97,413,4
97,445,4
97,451,4
97,455,4
97,568,4
97,577,4
97,693,4
97,710,4
97,835,4
98,1083,4
98,1286,4
98,1634,4
98,1699,4
98,31,4
98,55,4
98,58,4
98,107,5
98,176,4
98,881,4
98,956,4
98,1004,4
98,1064,4
98,1140,4
98,1149,5
98,1221,5
98,1354,5
99,362,5
99,381,4
99,33,4
99,160,5
99,185,4
99,354,4
99,825,4
99,26,4
100,35,4
100,47,4
100,50,4
100,66,4
100,69,4
100,85,4
100,88,5
100,98,4
101,99,4
101,102,5
101,136,5
101,145,4
101,192,5
101,278,4
101,299,4
101,314,4
102,73,4
102,74,5
102,440,4
102,194,4
102,195,4
102,196,4
103,85,4
103,86,4
103,88,4
103,97,5
103,98,4
103,99,5
103,104,4
103,105,4
103,157,4
103,158,4
103,189,4
103,190,4
103,191,4
103,193,4
103,194,4
103,195,5
103,196,4
103,198,5
103,204,4
104,87,5
104,197,4
104,90,4
104,727,4
105,16,4
105,92,4
105,716,4
105,744,4
105,934,4
105,957,5
105,1017,4
105,1121,4
105,1145,4
105,1173,5
105,1226,5
105,1230,5
106,1306,4
106,1453,4
106,1569,4
106,1586,4
106,1593,5
107,53,4
107,93,4
107,529,4
107,1508,4
108,56,4
108,116,4
108,117,4
108,241,4
108,309,5
108,327,5
108,472,4
108,473,4
108,479,4
108,598,4
108,609,5
108,662,4
108,674,4
108,738,4
108,820,5
108,1215,5
108,1292,4
108,1576,4
108,1711,4
109,32,4
109,60,4
109,106,4
109,111,4
109,680,4
109,681,4
109,683,4
109,1359,4
109,1489,5
110,10,5
110,19,4
110,20,4
110,25,4
110,47,4
110,50,4
110,52,4
110,61,5
110,103,5
110,371,4
110,400,4
110,849,5
110,940,4
110,961,4
110,994,4
110,1000,4
110,1042,4
110,1043,4
110,1086,4
110,1331,4
110,1358,4
110,1654,5
110,1653,4
111,14,4
111,21,4
111,252,4
111,771,5
111,835,5
112,16,5
112,716,5
112,934,4
112,1017,4
112,1121,4
112,1395,5
112,1448,4
112,1453,5
112,1586,4
112,1634,4
112,1652,4
112,1699,4
112,1712,4
113,26,4
113,106,4
113,364,4
113,420,4
113,744,4
113,829,4
113,1165,4
113,1239,4
113,1251,4
113,1376,4
113,1461,4
113,1609,4
113,1662,4
113,1687,4
114,67,4
114,174,4
114,176,4
114,181,4
114,312,4
114,543,4
115,35,4
115,47,5
115,48,4
115,202,4
115,75,4
115,450,4
115,692,4
116,7,4
116,430,4
116,487,4
116,488,5
116,500,4
116,510,5
116,586,4
116,593,5
116,669,5
116,672,4
116,729,4
116,730,4
116,741,4
116,755,4
116,787,4
116,855,4
117,430,5
117,487,5
117,488,5
117,500,4
117,510,4
117,586,4
117,593,4
117,669,5
117,672,4
117,729,4
117,730,4
117,741,4
117,755,4
118,49,4
118,254,4
118,256,4
118,258,4
118,261,4
118,304,4
118,413,4
118,667,4
118,747,4
118,1426,4
119,52,4
119,53,4
119,64,5
119,930,5
119,969,4
119,980,5
119,989,4
119,1025,4
119,1116,4
119,1165,4
119,1184,4
119,1534,4
119,1645,4
119,1701,5
120,96,4
120,428,4
120,588,4
120,594,4
121,85,4
121,86,4
121,88,4
121,97,4
121,98,4
121,99,5
121,104,4
121,156,4
121,188,4
121,189,4
121,190,4
121,192,4
121,194,5
121,197,4
121,203,4
121,1573,4
122,100,4
122,106,4
122,108,4
122,109,5
122,111,4
122,145,4
122,697,4
122,947,4
123,114,5
123,116,5
123,117,4
123,125,4
123,673,4
124,139,4
124,140,4
124,471,4
124,475,4
124,488,4
124,490,4
124,617,4
124,661,4
125,472,4
125,478,4
125,516,4
125,551,4
125,608,4
125,652,5
126,243,5
126,244,4
126,417,4
126,420,4
126,422,5
126,423,4
126,424,4
126,746,4
126,856,4
127,112,4
127,158,4
127,198,4
127,252,4
127,274,4
127,292,4
127,417,4
127,420,4
127,422,4
127,424,4
127,480,4
127,536,4
127,556,4
127,612,4
127,746,4
128,119,5
128,135,4
128,142,4
128,143,4
128,211,4
128,227,4
128,511,4
128,599,4
128,618,4
128,747,4
129,114,4
129,116,4
129,117,4
129,120,4
129,121,4
129,125,4
129,127,4
129,137,4
129,211,5
129,253,4
129,478,5
129,650,4
129,673,4
130,115,4
130,146,4
130,211,4
130,319,4
130,458,4
130,475,4
130,481,5
130,486,4
130,505,4
130,562,4
130,598,5
130,617,4
130,721,4
130,769,4
130,772,4
130,862,4
130,1061,4
130,1503,4
131,123,4
131,496,4
131,502,4
131,561,4
131,602,4
131,634,4
131,1437,4
132,91,4
132,109,4
132,118,5
132,126,4
132,134,4
132,468,4
132,559,4
132,643,4
132,691,4
132,920,4
133,156,4
133,177,4
133,185,5
133,186,4
133,187,4
133,201,4
133,720,4
133,748,4
133,850,4
133,1575,5
133,1611,4
134,156,5
134,177,4
134,185,4
134,186,4
134,187,4
134,201,4
134,720,5
134,748,4
134,850,4
134,1575,5
134,1611,4
135,161,5
135,160,5
135,162,4
135,165,4
135,164,4
135,169,4
135,204,4
135,337,4
135,891,4
135,988,4
135,1018,4
135,1020,5
135,1030,4
135,1604,4
135,1672,4
136,67,5
136,173,5
136,175,4
136,176,4
136,180,5
137,68,5
137,102,5
137,182,5
137,184,4
137,235,4
137,296,5
137,887,4
137,1110,4
137,1149,4
137,1183,4
137,1448,4
137,1449,5
138,96,4
138,428,5
138,576,4
138,588,5
138,594,5
138,723,4
138,428,4
139,430,5
139,461,4
139,462,4
139,498,4
139,499,4
139,500,4
139,572,4
139,283,4
139,588,4
139,723,5
139,884,5
139,1001,5
140,1022,4
140,1043,4
140,1113,4
140,1122,4
140,1135,4
140,1156,5
140,1193,4
140,1221,4
140,1247,4
141,207,5
141,736,4
141,1140,4
141,1166,5
141,1228,4
141,1275,5
141,1555,4
141,1611,4
141,1684,4
142,33,4
142,159,5
142,172,4
142,184,4
142,208,4
142,100,4
142,112,5
142,144,4
142,142,4
142,143,4
142,618,4
143,106,4
143,108,4
143,109,5
143,131,4
143,132,4
143,133,4
143,136,4
143,145,4
143,1358,4
143,1594,4
144,153,4
144,154,4
144,231,4
144,232,4
144,747,4
144,917,4
144,939,5
144,1121,4
144,1129,5
144,1365,4
144,1503,4
144,1545,4
144,1637,4
145,7,4
145,30,4
145,140,4
145,141,4
145,175,4
145,179,4
145,212,4
145,213,4
145,458,4
145,460,4
145,461,5
145,462,5
145,464,4
145,465,4
145,466,5
145,467,5
145,470,5
145,472,5
146,214,4
146,605,5
146,113,5
146,114,4
146,115,5
146,117,4
146,125,5
146,479,5
146,482,5
146,484,4
146,674,5
146,676,5
146,772,5
147,178,5
147,179,5
147,440,4
147,441,5
147,448,4
147,463,4
147,501,4
147,510,4
147,579,5
147,671,4
147,737,4
147,891,5
147,863,5
147,865,5
148,7,4
148,444,4
148,446,4
148,448,4
148,451,5
148,463,5
148,465,5
148,466,5
148,501,5
148,510,4
148,530,4
148,564,4
148,565,4
149,568,4
149,569,5
149,573,5
149,575,5
149,576,4
149,577,4
149,579,4
149,595,4
149,671,5
149,698,4
149,699,4
149,713,4
149,716,5
150,729,4
150,737,4
150,741,4
150,795,4
150,808,4
150,817,4
150,819,4
150,852,4
150,865,4
150,974,4
150,1056,4
150,1119,4
150,178,4
151,179,4
151,440,4
151,441,4
151,448,4
151,463,4
151,501,4
151,510,5
151,579,5
151,671,4
151,737,4
151,891,5
151,568,5
151,569,5
152,573,5
152,575,5
152,576,5
152,577,4
152,579,5
152,595,5
152,671,5
152,698,4
152,699,4
153,7,4
153,36,4
153,39,4
153,80,4
153,430,5
153,487,4
153,500,4
153,510,5
153,538,4
153,586,4
153,593,4
154,644,4
154,667,4
154,672,4
154,729,4
154,741,5
154,755,4
154,787,4
154,855,4
155,593,5
155,644,4
155,667,4
155,672,4
155,729,4
155,741,4
155,755,5
155,787,4
155,855,5
156,7,4
156,36,4
156,39,5
156,80,4
156,430,4
156,487,5
156,500,4
156,510,4
156,538,4
156,586,4
156,593,4
157,455,4
157,456,5
157,529,5
157,700,5
157,728,5
157,787,5
157,793,5
157,814,4
157,835,4
158,454,4
158,457,4
158,459,4
158,578,4
158,582,4
158,584,5
158,974,4
158,1000,5
158,1056,5
159,454,4
159,457,4
159,459,4
159,578,4
159,582,4
159,584,4
159,974,4
159,1000,4
159,1056,4
160,434,5
160,477,4
160,493,4
160,533,5
161,210,4
161,219,4
161,257,4
161,485,4
161,505,5
161,519,4
161,553,4
161,607,4
161,625,4
161,657,4
161,660,5
161,733,5
161,803,5
161,886,4
162,945,5
162,950,5
162,951,5
162,977,5
162,1163,5
162,1177,5
162,1254,5
162,1355,4
162,1469,4
162,1664,4
162,1680,4
162,1694,4
163,210,5
163,219,5
163,257,4
163,485,4
163,505,5
163,519,5
163,553,5
163,607,4
163,625,4
163,657,4
163,660,4
163,733,5
163,803,5
163,886,4
164,212,4
164,442,4
164,445,5
164,464,4
164,499,4
164,571,4
164,586,4
164,593,5
164,645,5
164,670,4
164,708,4
164,714,5
164,828,5
164,830,5
164,864,4
165,645,5
165,670,4
165,708,4
165,714,4
165,828,4
165,830,5
165,864,4
166,217,4
166,219,5
166,220,5
166,1416,4
166,1548,5
166,1598,5
167,222,4
167,271,4
167,306,4
167,316,5
167,345,4
167,346,4
167,347,5
167,349,4
167,351,4
167,352,4
167,355,5
168,360,4
168,356,4
168,362,4
168,435,4
168,531,4
168,537,4
168,752,5
169,271,5
169,306,5
169,316,4
169,345,4
169,346,4
169,347,5
169,350,4
169,352,4
169,355,5
169,358,5
169,360,4
169,435,4
169,537,5
169,752,4
170,222,4
170,223,4
170,224,5
170,226,5
170,227,4
170,228,5
170,229,4
170,534,4
170,557,5
171,939,4
171,964,4
171,983,4
171,1008,4
171,1066,4
171,1115,4
171,1117,4
171,1140,4
171,1170,5
171,1447,4
171,1591,4
171,1605,4
171,1627,4
171,1658,4
171,1673,4
172,233,4
172,378,4
172,760,5
172,849,5
172,917,4
172,944,4
172,999,4
172,1038,5
172,1042,5
172,1041,4
172,1085,4
173,1240,5
173,1242,4
173,1262,4
173,1316,4
173,1369,4
173,1393,4
173,1408,4
173,1412,5
173,1499,4
173,1518,4
173,1620,4
173,1670,4
173,1691,5
173,1697,4
174,216,4
174,234,4
175,235,5
175,238,5
175,242,4
175,248,4
175,254,4
175,262,5
175,271,4
175,276,4
175,280,4
175,289,5
175,284,4
176,235,4
176,297,5
176,298,4
176,890,5
176,896,4
176,970,5
176,1022,4
176,1318,5
177,237,5
177,250,4
177,267,4
177,274,4
177,371,4
177,198,5
177,434,4
177,477,4
177,504,5
177,548,4
177,705,5
177,718,4
177,734,4
177,773,4
177,812,4
177,930,4
177,973,4
177,1006,4
177,1009,5
178,246,4
178,247,4
178,677,4
178,694,5
178,695,4
178,718,4
178,774,4
178,956,4
178,963,5
178,1163,4
178,1550,4
178,1553,4
178,1648,4
179,254,4
179,295,4
179,406,4
179,543,5
180,49,4
180,110,4
180,217,4
180,220,4
180,254,4
180,256,5
180,258,4
180,260,4
180,263,4
180,303,5
180,413,4
180,476,5
180,644,4
180,747,4
180,861,4
180,1426,4
181,236,4
181,470,4
181,473,4
181,517,5
181,599,5
181,605,4
181,626,4
181,627,4
181,630,4
181,637,4
181,641,4
182,237,4
182,250,5
182,238,4
182,343,4
182,344,4
182,680,5
183,239,4
183,321,4
183,334,4
183,364,4
183,378,4
183,683,4
183,815,4
183,849,5
183,944,4
183,1042,4
183,1085,4
183,1126,4
183,1203,5
183,1369,5
183,1408,4
183,1620,4
183,1656,4
183,1670,5
183,1691,4
184,240,4
184,326,5
184,902,4
184,1001,4
184,1022,5
184,1229,4
184,1349,4
184,1409,4
184,1448,4
184,1643,4
185,11,4
185,249,4
185,479,4
185,503,4
185,508,5
185,596,5
185,600,4
185,631,4
185,632,4
185,639,4
185,674,4
185,676,4
186,11,5
186,249,4
186,479,5
186,503,4
186,508,4
186,596,4
186,600,5
186,631,4
186,632,4
186,639,5
186,674,5
186,676,4
187,255,4
187,259,5
187,264,5
187,267,4
187,268,4
187,272,4
187,274,4
187,276,4
187,284,4
187,1442,4
187,1511,4
188,264,4
188,265,4
188,270,4
188,272,4
188,274,4
188,276,4
188,282,4
188,283,4
188,290,4
188,307,4
188,310,4
188,337,5
188,340,4
188,365,4
189,367,5
189,369,4
189,372,5
189,377,4
189,379,4
189,412,5
189,533,5
189,1042,4
189,1124,4
189,1443,4
189,1643,4
190,188,4
190,188,4
190,188,5
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
200,266,5
200,772,5
200,279,4
200,280,4
200,281,5
200,284,5
200,286,5
200,289,4
200,302,5
200,303,5
200,304,4
200,312,4
200,315,5
200,319,4
200,320,5
140,329,4
140,335,4
140,363,4
140,388,5
140,392,4
140,393,4
140,395,4
140,396,4
140,397,4
141,399,4
141,401,4
141,400,5
141,402,5
141,403,5
141,404,5
141,405,5
141,406,5
141,539,5
141,544,5
141,683,4
141,772,5
141,944,4
142,1065,4
142,1085,4
142,1250,4
142,1350,5
142,1376,4
142,1466,4
142,772,5
142,279,5
142,280,4
142,281,5
142,284,5
142,286,4
142,289,4
142,302,4
142,303,4
142,304,4
143,312,4
143,315,4
143,319,4
143,320,4
143,264,4
143,265,4
143,270,4
143,272,4
143,273,4
143,274,4
143,275,5
143,276,4
143,282,4
143,283,4
143,288,4
143,290,5
143,307,4
144,310,4
144,327,5
144,328,4
144,330,4
144,337,4
144,338,4
144,340,4
144,365,5
144,367,4
144,369,5
144,371,4
144,372,5
144,373,4
144,374,5
144,375,4
144,377,4
144,378,4
144,279,5
145,394,4
145,412,4
145,532,5
145,1042,5
145,1124,4
145,1443,4
145,1643,4
145,264,4
145,265,4
145,270,4
145,272,5
145,273,4
145,274,5
145,275,4
145,276,4
145,282,4
145,283,5
145,288,4
145,290,4
145,307,5
145,375,4
145,377,4
145,378,4
145,279,4
145,394,4
145,412,4
145,282,4
145,308,4
145,333,5
145,334,4
145,336,4
145,341,4
145,364,5
145,368,4
145,294,4
145,435,4
145,478,4
145,494,5
145,534,4
145,294,4
145,435,4
145,478,4
145,494,5
145,534,4
145,406,4
145,539,4
145,1064,4
145,1239,4
145,1350,4
145,1376,5
145,1466,4
145,406,4
145,539,4
145,1064,5
145,1239,4
145,1350,5
145,1376,5
145,1466,5
145,325,4
145,407,5
145,408,4
145,411,4
145,684,4
145,309,4
145,311,4
145,382,4
145,383,4
145,384,4
145,385,4
145,620,4
145,317,4
146,318,4
146,386,5
146,137,4
146,138,5
146,47,4
146,324,4
146,539,4
146,619,4
146,621,4
146,633,4
