UserID,BookID,Rating
102,73,4
102,74,4
102,440,4
102,194,5
102,195,5
103,196,5
103,85,5
103,86,5
103,88,5
103,97,5
103,98,5
103,99,5
103,104,5
103,105,5
103,157,5
103,158,5
103,189,5
103,190,5
103,191,5
103,193,5
103,194,5
103,195,5
103,196,5
103,198,5
104,204,5
104,87,5
104,197,5
104,90,5
105,727,5
105,16,5
105,92,5
105,716,5
105,744,5
105,934,5
105,957,5
105,1017,5
105,1121,5
105,1145,5
105,1173,5
105,1226,5
106,1230,5
106,1306,5
106,1453,5
106,1569,5
106,1586,5
107,1593,5
107,53,5
107,93,5
107,529,5
108,1508,5
108,56,5
108,116,5
108,117,5
108,241,5
108,309,5
108,327,5
108,472,5
108,473,5
108,479,5
108,598,5
108,609,5
108,662,5
108,674,5
108,738,5
108,820,5
108,1215,5
108,1292,5
108,1576,5
109,1711,5
109,32,5
109,60,5
109,106,5
109,111,5
109,680,5
109,681,5
109,683,5
109,1359,5
110,1489,5
110,10,5
110,19,5
110,20,5
110,25,5
110,47,5
110,50,5
110,52,5
110,61,5
110,103,5
110,371,5
110,400,5
110,849,5
110,940,5
110,961,5
110,994,5
110,1000,5
110,1042,5
110,1043,5
110,1086,5
110,1331,5
110,1358,5
110,1654,5
111,1653,5
111,14,5
111,21,5
111,252,4
111,771,4
112,835,4
112,16,4
112,716,4
112,934,4
112,1017,4
112,1121,4
112,1395,4
112,1448,4
112,1453,4
112,1586,4
112,1634,4
112,1652,4
112,1699,4
113,1712,4
113,26,4
113,106,4
113,364,4
113,420,4
113,744,4
113,829,4
113,1165,4
113,1239,4
113,1251,4
113,1376,4
113,1461,4
113,1609,4
113,1662,4
114,1687,4
114,67,4
114,174,4
114,176,4
114,181,4
114,312,4
115,543,4
115,35,4
115,47,4
115,48,4
115,202,4
115,75,4
115,450,4
116,692,4
116,7,4
116,430,4
116,487,4
116,488,4
116,500,4
116,510,4
116,586,4
116,593,4
116,669,4
116,672,4
116,729,4
116,730,4
116,741,4
116,755,4
116,787,4
117,855,4
117,430,4
117,487,4
117,488,4
117,500,4
117,510,4
117,586,4
117,593,4
117,669,4
117,672,4
117,729,4
117,730,4
117,741,4
118,755,4
118,49,4
118,254,4
118,256,4
118,258,4
118,261,4
118,304,4
118,413,4
118,667,4
118,747,4
119,1426,4
119,52,4
119,53,4
119,64,4
119,930,4
119,969,4
119,980,4
119,989,4
119,1025,4
119,1116,4
119,1165,4
119,1184,4
119,1534,4
119,1645,4
120,1701,4
120,96,4
120,428,4
120,588,4
121,594,4
121,85,4
121,86,4
121,88,4
121,97,4
121,98,4
121,99,4
121,104,4
121,156,4
121,188,4
121,189,4
121,190,4
121,192,4
121,194,4
121,197,4
121,203,4
122,1573,4
122,100,4
122,106,4
122,108,4
122,109,4
122,111,4
122,145,4
122,697,4
123,947,4
123,114,4
123,116,4
123,117,4
123,125,4
124,673,4
124,139,4
124,140,4
124,471,4
124,475,4
124,488,4
124,490,4
124,617,4
125,661,4
125,472,4
125,478,4
125,516,4
125,551,4
125,608,4
126,652,4
126,243,4
126,244,4
126,417,4
126,420,4
126,422,4
126,423,4
126,424,4
126,746,4
127,856,4
127,112,4
127,158,4
127,198,4
127,252,4
127,274,4
127,292,4
127,417,4
127,420,4
127,422,4
127,424,4
127,480,4
127,536,4
127,556,4
127,612,4
128,746,4
128,119,4
128,135,4
128,142,4
128,143,4
128,211,4
128,227,4
128,511,4
128,599,4
128,618,4
129,747,4
129,114,4
129,116,4
129,117,4
129,120,4
129,121,4
129,125,4
129,127,4
129,137,4
129,211,4
129,253,4
129,478,4
129,650,4
130,673,4
130,115,4
130,146,4
130,211,4
130,319,4
130,458,4
130,475,4
130,481,4
130,486,4
130,505,4
130,562,4
130,598,4
130,617,4
130,721,4
130,769,4
130,772,4
130,862,4
130,1061,4
131,1503,4
131,123,4
131,496,4
131,502,4
131,561,4
131,602,4
131,634,4
132,1437,4
132,91,4
132,109,4
132,118,4
132,126,4
132,134,4
132,468,4
132,559,4
132,643,4
132,691,4
133,920,4
133,156,4
133,177,4
133,185,4
133,186,4
133,187,4
133,201,4
133,720,4
133,748,4
133,850,4
133,1575,4
134,1611,4
134,156,4
134,177,4
134,185,4
134,186,4
134,187,4
134,201,4
134,720,4
134,748,4
134,850,4
134,1575,4
135,1611,4
135,161,4
135,160,4
135,162,4
135,165,4
135,164,4
135,169,4
135,204,4
135,337,4
135,891,4
135,988,4
135,1018,4
135,1020,4
135,1030,4
135,1604,4
136,1672,4
136,67,4
136,173,4
136,175,4
136,176,4
137,180,4
137,68,4
137,102,4
137,182,4
137,184,4
137,235,4
137,296,4
137,887,4
137,1110,4
137,1149,4
137,1183,4
137,1448,4
138,1449,4
138,96,4
138,428,4
138,576,4
138,588,4
138,594,4
138,723,4
139,428,4
139,430,4
139,461,4
139,462,4
139,498,4
139,499,4
139,500,4
139,572,4
139,283,4
139,588,4
139,723,4
139,884,4
140,1001,4
140,1022,4
140,1043,4
140,1113,4
140,1122,4
140,1135,4
140,1156,4
140,1193,4
140,1221,4
141,1247,4
141,207,4
141,736,4
141,1140,4
141,1166,4
141,1228,4
141,1275,4
141,1555,4
141,1611,4
142,1684,4
142,33,4
142,159,4
142,172,4
142,184,3
142,208,3
142,100,3
142,112,3
142,144,3
142,142,3
142,143,3
143,618,3
143,106,3
143,108,3
143,109,3
143,131,3
143,132,3
143,133,3
143,136,3
143,145,3
143,1358,3
144,1594,3
144,153,3
144,154,3
144,231,3
144,232,3
144,747,3
144,917,3
144,939,3
144,1121,3
144,1129,3
144,1365,3
144,1503,3
144,1545,3
145,1637,3
145,7,3
145,30,3
145,140,3
145,141,3
145,175,3
145,179,3
145,212,3
145,213,3
145,458,3
145,460,3
145,461,3
145,462,3
145,464,3
145,465,3
145,466,3
145,467,3
145,470,3
146,472,3
146,214,3
146,605,3
146,113,3
146,114,3
146,115,3
146,117,3
146,125,3
146,479,3
146,482,3
146,484,3
146,674,3
146,676,3
147,772,3
147,178,3
147,179,3
147,440,3
147,441,3
147,448,3
147,463,3
147,501,3
147,510,3
147,579,3
147,671,3
147,737,3
147,891,3
147,863,3
148,865,3
148,7,3
148,444,3
148,446,3
148,448,3
148,451,3
148,463,3
148,465,3
148,466,3
148,501,3
148,510,3
148,530,3
148,564,3
149,565,3
149,568,3
149,569,3
149,573,3
149,575,3
149,576,3
149,577,3
149,579,3
149,595,3
149,671,3
149,698,3
149,699,3
149,713,3
150,716,3
150,729,3
150,737,3
150,741,3
150,795,3
150,808,3
150,817,3
150,819,3
150,852,3
150,865,3
150,974,3
150,1056,3
150,1119,3
151,178,3
151,179,3
151,440,3
151,441,3
151,448,3
151,463,3
151,501,3
151,510,3
151,579,3
151,671,3
151,737,3
151,891,3
151,568,3
152,569,3
152,573,3
152,575,3
152,576,3
152,577,3
152,579,3
152,595,3
152,671,3
152,698,3
153,699,3
153,7,3
153,36,3
153,39,3
153,80,3
153,430,3
153,487,3
153,500,3
153,510,3
153,538,3
153,586,3
154,593,3
154,644,3
154,667,3
154,672,3
154,729,3
154,741,3
154,755,3
154,787,3
155,855,3
155,593,3
155,644,3
155,667,3
155,672,3
155,729,3
155,741,3
155,755,3
155,787,3
156,855,3
156,7,3
156,36,3
156,39,3
156,80,3
156,430,3
156,487,3
156,500,3
156,510,3
156,538,3
156,586,3
157,593,3
157,455,3
157,456,3
157,529,3
157,700,3
157,728,3
157,787,3
157,793,3
157,814,3
158,835,3
158,454,3
158,457,3
158,459,3
158,578,3
158,582,3
158,584,3
158,974,3
158,1000,3
159,1056,3
159,454,3
159,457,3
159,459,3
159,578,3
159,582,3
159,584,3
159,974,3
159,1000,3
160,1056,3
160,434,3
160,477,3
160,493,3
161,533,3
161,210,3
161,219,3
161,257,3
161,485,3
161,505,3
161,519,3
161,553,3
161,607,3
161,625,3
161,657,3
161,660,3
161,733,3
161,803,3
162,886,3
162,945,3
162,950,3
162,951,3
162,977,3
162,1163,3
162,1177,3
162,1254,3
162,1355,3
162,1469,3
162,1664,3
162,1680,3
163,1694,3
163,210,3
163,219,3
163,257,3
163,485,3
163,505,3
163,519,3
163,553,3
163,607,3
163,625,3
163,657,3
163,660,3
163,733,3
163,803,3
164,886,3
164,212,3
164,442,3
164,445,3
164,464,3
164,499,3
164,571,3
164,586,3
164,593,3
164,645,3
164,670,3
164,708,3
164,714,3
164,828,3
164,830,3
165,864,3
165,645,3
165,670,3
165,708,3
165,714,3
165,828,3
165,830,3
166,864,3
166,217,3
166,219,3
166,220,3
166,1416,3
166,1548,3
167,1598,3
167,222,3
167,271,3
167,306,3
167,316,3
167,345,3
167,346,3
167,347,3
167,349,3
167,351,3
167,352,3
168,355,3
168,360,3
168,356,3
168,362,3
168,435,3
168,531,3
168,537,3
169,752,3
169,271,3
169,306,3
169,316,3
169,345,3
169,346,3
169,347,3
169,350,3
169,352,3
169,355,3
169,358,3
169,360,3
169,435,3
169,537,3
170,752,3
170,222,3
170,223,3
170,224,3
170,226,3
170,227,3
170,228,3
170,229,3
170,534,3
171,557,3
171,939,3
171,964,3
171,983,3
171,1008,3
171,1066,3
171,1115,3
171,1117,3
171,1140,3
171,1170,3
171,1447,3
171,1591,3
171,1605,3
171,1627,3
171,1658,3
172,1673,3
172,233,3
172,378,3
172,760,3
172,849,3
172,917,3
172,944,3
172,999,3
172,1038,3
172,1042,3
172,1041,3
173,1085,3
173,1240,3
173,1242,3
173,1262,3
173,1316,3
173,1369,3
173,1393,3
173,1408,3
173,1412,4
173,1499,4
173,1518,4
173,1620,4
173,1670,4
173,1691,4
174,1697,4
174,216,4
175,234,4
175,235,4
175,238,4
175,242,4
175,248,4
175,254,4
175,262,4
175,271,4
175,276,4
175,280,4
175,289,4
176,284,4
176,235,4
176,297,4
176,298,4
176,890,4
176,896,4
176,970,4
176,1022,4
177,1318,4
177,237,4
177,250,4
177,267,4
177,274,4
177,371,4
177,198,4
177,434,4
177,477,4
177,504,4
177,548,4
177,705,4
177,718,4
177,734,4
177,773,4
177,812,4
177,930,4
177,973,4
177,1006,4
178,1009,4
178,246,4
178,247,4
178,677,4
178,694,4
178,695,4
178,718,4
178,774,4
178,956,4
178,963,4
178,1163,4
178,1550,4
178,1553,4
179,1648,4
179,254,4
179,295,4
179,406,4
180,543,4
180,49,4
180,110,4
180,217,4
180,220,4
180,254,4
180,256,4
180,258,4
180,260,4
180,263,4
180,303,4
180,413,4
180,476,4
180,644,4
180,747,4
180,861,4
181,1426,4
181,236,4
181,470,4
181,473,4
181,517,4
181,599,4
181,605,4
181,626,4
181,627,4
181,630,4
181,637,4
182,641,4
182,237,4
182,250,4
182,238,4
182,343,4
182,344,4
183,680,4
183,239,4
183,321,4
183,334,4
183,364,4
183,378,4
183,683,4
183,815,4
183,849,4
183,944,4
183,1042,4
183,1085,4
183,1126,4
183,1203,4
183,1369,4
183,1408,4
183,1620,4
183,1656,4
183,1670,4
184,1691,4
184,240,4
184,326,4
184,902,4
184,1001,4
184,1022,4
184,1229,4
184,1349,4
184,1409,4
184,1448,4
185,1643,4
185,11,4
185,249,4
185,479,4
185,503,4
185,508,4
185,596,4
185,600,4
185,631,4
185,632,4
185,639,4
185,674,4
186,676,4
186,11,4
186,249,4
186,479,4
186,503,4
186,508,4
186,596,4
186,600,4
186,631,4
186,632,4
186,639,4
186,674,4
187,676,4
187,255,4
187,259,4
187,264,4
187,267,4
187,268,4
187,272,4
187,274,4
187,276,4
187,284,4
187,1442,4
188,1511,4
188,264,4
188,265,4
188,270,4
188,272,4
188,274,4
188,276,4
188,282,4
188,283,4
188,290,4
188,307,4
188,310,4
188,337,4
188,340,4
189,365,4
189,367,4
189,369,4
189,372,4
189,377,4
189,379,4
189,412,4
189,533,4
189,1042,4
189,1124,4
189,1443,4
190,1643,4
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
190,188,4
200,188,4
200,266,4
200,772,4
200,279,4
200,280,4
200,281,4
200,284,4
200,286,4
200,289,4
200,302,4
200,303,4
200,304,4
200,312,4
200,315,4
200,319,4
201,320,4
201,329,4
201,335,4
201,363,4
201,388,4
201,392,4
201,393,4
201,395,4
201,396,4
202,397,4
202,399,4
202,401,4
202,400,4
202,402,4
202,403,4
202,404,4
202,405,4
202,406,4
202,539,4
202,544,4
202,683,4
202,772,4
203,944,4
203,1065,4
203,1085,4
203,1250,4
203,1350,4
203,1376,4
203,1466,4
203,772,4
203,279,4
203,280,4
203,281,4
203,284,4
203,286,4
203,289,4
203,302,4
203,303,4
203,304,4
203,312,4
203,315,4
203,319,4
204,320,4
204,264,4
204,265,4
204,270,4
204,272,4
204,273,4
204,274,4
204,275,4
204,276,4
204,282,4
204,283,4
204,288,4
204,290,4
205,307,4
205,310,4
205,327,4
205,328,5
205,330,5
205,337,5
205,338,5
205,340,5
205,365,5
205,367,5
205,369,5
205,371,5
205,372,5
205,373,5
205,374,5
205,375,5
205,377,5
205,378,5
205,279,5
205,394,5
205,412,5
205,532,5
205,1042,5
205,1124,5
205,1443,5
206,1643,5
206,264,5
206,265,5
206,270,5
206,272,5
206,273,5
206,274,5
206,275,5
206,276,5
206,282,5
206,283,5
206,288,5
206,290,5
206,307,5
206,375,5
206,377,5
206,378,5
206,279,5
206,394,5
207,412,5
207,282,5
207,308,5
207,333,5
207,334,5
207,336,5
207,341,5
207,364,5
208,368,5
208,294,5
208,435,5
208,478,5
208,494,5
209,534,5
209,294,5
209,435,5
209,478,5
209,494,5
210,534,5
210,406,5
210,539,5
210,1064,5
210,1239,5
210,1350,5
210,1376,5
211,1466,5
211,406,5
211,539,5
211,1064,5
211,1239,5
211,1350,5
211,1376,5
212,1466,5
212,325,5
212,407,5
212,408,5
212,411,5
213,684,5
213,309,5
213,311,5
213,382,5
